"","Reference","DM","ADF","NDF","ADL","CP","OM","P","Ca","Na","Fe","K","Mg","Cu","Mn","Zn","IVDMD","ME","NEm","NEg","NEl","Country","Feed_item"
"1139","101916",89.28,NA,50.97,NA,15.63,94.47,12.9,1.7,60.82,253.36,15.3,5.4,39.2,154.12,107.53,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1140","101955",88.69,NA,NA,NA,16.56,94.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1141","101985",89.59,NA,NA,NA,16.81,94.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1142","101988",90.24,NA,NA,NA,16.56,95.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1143","102145",89.22,NA,NA,NA,16.25,95.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1144","102150",90.28,NA,41.58,NA,15.38,93.41,10.5,1.2,NA,242.58,13,4.9,23.59,166.48,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1145","102154",89.1,NA,NA,NA,16.88,96.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1146","102171",89.44,NA,46.08,NA,15.94,94.96,8.9,1.2,NA,250.56,13.1,4.7,23.93,154.18,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1147","102604",89.08,15.45,46.89,NA,16.56,96.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1148","102881",86.87,NA,44.59,NA,15.63,94.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1149","102908",88.9,13.14,52.26,3.24,16.25,94.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1150","102916",88.29,15.59,52.24,4.13,17.19,95.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1151","102924",90.52,13.69,48.85,3.51,17.19,94.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1152","102930",87.32,NA,45.9,NA,18.19,93.82,15.9,2.9,56.69,334.97,15.5,5,20.27,206.83,110.51,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1153","102956",88.26,NA,56.95,NA,17.31,94.03,16.5,1.9,NA,214.41,17.1,7.2,15.13,152.98,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1154","102974",87.72,12.96,42.93,3.28,17.56,94.67,16,1,53.1,165.2,15.7,5.2,16.86,133.17,94.4,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1155","103162",90.77,NA,NA,NA,16,NA,11.9,1.3,NA,NA,12.8,5.2,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1156","103165",90.32,NA,NA,NA,16.25,NA,10.9,1.7,NA,NA,13.1,5.2,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1157","103167",90.03,NA,NA,NA,16.06,NA,10.8,1.6,NA,NA,11.1,4,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1158","103176",90.92,NA,45.19,NA,16.81,96.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1159","103214",89.46,9.95,39.2,2.14,16.38,95.97,10,1,34.21,261.57,10.7,3,13.08,88.87,81.38,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1160","104406",92.18,NA,NA,NA,15.56,94.69,10.3,NA,NA,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1161","104407",91.25,NA,NA,NA,16.69,95.05,9.7,NA,NA,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1162","104408",91.69,NA,NA,NA,16.56,95.69,12.8,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1163","104409",93.36,NA,NA,NA,16.75,96.37,12.4,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1164","104760",89.38,NA,43.43,NA,16.37,95.76,7.5,1.4,27,160,13,4,7.21,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1165","104820",89.38,NA,NA,NA,17.78,95.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1166","104893",87.57,NA,NA,NA,17.5,95.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1167","104898",89.69,NA,NA,NA,17.31,96.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1168","104903",90.12,NA,NA,NA,17.74,95.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1169","104908",89.55,NA,NA,NA,17.5,96.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1170","104913",89.76,NA,NA,NA,17.34,96.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1171","104989",90.36,NA,NA,NA,18.44,NA,9.5,0.8,52.75,NA,14,3.5,10.06,NA,66.85,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1172","104990",90.23,NA,NA,NA,18.38,NA,7.6,0.6,69.39,NA,12.1,3.2,7.87,NA,68.3,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1173","104991",90.78,NA,NA,NA,17.69,NA,6.2,0.6,66.81,NA,11,2.8,6.81,NA,67.23,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1174","104992",90.72,NA,NA,NA,18.06,NA,5,1.3,109.02,NA,19.2,4.7,12.57,NA,72.97,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1175","105184",88.74,NA,NA,NA,15.62,94.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1176","105194",86.62,NA,NA,NA,15.93,93.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1177","105202",89.03,NA,NA,NA,15.98,94.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1178","105203",89.21,NA,NA,NA,15.86,94.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1179","105215",86.37,NA,NA,NA,15.8,95.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1180","105293",88.52,13.29,42.43,2.57,15.81,96.1,11.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1181","105493",91.03,NA,NA,NA,15.01,94.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1182","106188",87.83,NA,36.66,NA,19.13,95.66,10.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1183","120494",88.04,NA,53.48,NA,17.88,93.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1184","100306",86.85,NA,NA,NA,18.5,93.66,NA,0.6,41.7,308.2,19.4,4.5,20.9,149.7,387.4,NA,NA,NA,NA,NA,"Kenya","Wheat bran"
"1185","100793",88.51,NA,49.59,NA,15.44,94.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1186","53014",92.66,9.29,44.8,0.82,17.33,97.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.67,12.3,8.28,5.56,7.87,"Kenya","Wheat germ"
"1187","113808",93.06,69.55,47.33,8.54,5.92,92.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1,7.52,NA,NA,NA,"Ethiopia","Wheat short"
"1188","111740",91.43,7.71,30.95,0.62,13.98,98.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.67,10.64,NA,NA,NA,"Ethiopia","Wheat short"
"1189","111659",92.81,20.57,45.65,4.24,8.41,92.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.38,8.26,NA,NA,NA,"Ethiopia","Wheat short"
"1190","111675",91.42,8,28.46,1.69,14.06,96.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.9,10.15,NA,NA,NA,"Ethiopia","Wheat short"
"1191","111699",91.56,9.65,36.53,1.56,13.01,96.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.68,10.48,NA,NA,NA,"Ethiopia","Wheat short"
"1192","111707",91.58,9.12,33.62,1.56,13.57,96.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.06,10.34,NA,NA,NA,"Ethiopia","Wheat short"
"1193","111714",92.01,12.51,42.78,2.71,16.44,95.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.45,10.25,NA,NA,NA,"Ethiopia","Wheat short"
"1194","111721",91.87,11.71,42.93,1.81,14.52,96.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.62,10.42,NA,NA,NA,"Ethiopia","Wheat short"
"1195","111722",91.15,5.6,24.52,NA,13.74,98.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.36,10.64,NA,NA,NA,"Ethiopia","Wheat short"
"1196","111728",91.61,9,37.26,0.7,14.62,97.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.05,10.68,NA,NA,NA,"Ethiopia","Wheat short"
"1197","111736",91.72,11.05,40.72,1.43,14.15,96.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.47,10.59,NA,NA,NA,"Ethiopia","Wheat short"
"1198","111618",91.38,7.91,29.32,1.18,13.27,96.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.84,10.19,NA,NA,NA,"Ethiopia","Wheat short"
"1199","110384",95.27,46.06,61.53,8.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.65,6.08,NA,NA,NA,"Uganda","Rice bran"
"1200","110413",96.29,63.66,71.38,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.56,4.7,NA,NA,NA,"Uganda","Rice bran"
"1201","110431",95.99,62.98,70.92,10.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.03,4.91,NA,NA,NA,"Uganda","Rice bran"
"1202","110345",96.21,54.07,67.18,8.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.87,5.43,NA,NA,NA,"Uganda","Rice bran"
"1203","110421",96.19,58.04,66.89,10.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.96,4.92,NA,NA,NA,"Uganda","Rice bran"
"1204","110442",95.82,58.32,68.36,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.05,5,NA,NA,NA,"Uganda","Rice bran"
"1205","110273",96.11,50.85,63,11.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.58,5.47,NA,NA,NA,"Uganda","Rice bran"
"1206","110453",96.09,56.62,66.22,10.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7,4.98,NA,NA,NA,"Uganda","Rice bran"
"1207","110320",95.59,42.01,52.42,9.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.38,5.88,NA,NA,NA,"Uganda","Rice bran"
"1208","110474",95.53,45.64,55.61,9.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.37,5.6,NA,NA,NA,"Uganda","Rice bran"
"1209","110393",95.38,52.44,64.16,9.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.91,5.46,NA,NA,NA,"Uganda","Rice bran"
"1210","110274",94.72,47.4,57.97,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.93,5.72,NA,NA,NA,"Uganda","Rice bran"
"1211","110489",95.1,55.29,64.65,8.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.47,5.51,NA,NA,NA,"Uganda","Rice bran"
"1212","110275",95.38,38.62,52.99,9.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9,6.26,NA,NA,NA,"Uganda","Rice bran"
"1213","110425",95.52,54.49,65.63,8.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.76,5.62,NA,NA,NA,"Uganda","Rice bran"
"1214","88180",96.02,46.13,64.25,16.22,6.36,NA,NA,1.39,0.07,572.3,NA,2.34,3.84,88.6,21.68,45.24,6.58,NA,NA,NA,"Ethiopia","Rice bran"
"1215","69579",92.02,43.4,62.26,16.89,5.6,78.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.99,3.86,NA,NA,NA,"","Rice bran"
"1216","69567",91.9,43.86,62.32,15.18,5.37,79.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,4.26,NA,NA,NA,"","Rice bran"
"1217","69560",91.43,39.6,58.04,14.4,8.31,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.89,5.79,NA,NA,NA,"","Rice bran"
"1218","69498",92.36,44.45,64.45,13.58,4.99,77.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.43,3.94,NA,NA,NA,"","Rice bran"
"1219","69490",92.81,43.58,64.77,14.35,5.11,77.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.79,3.83,NA,NA,NA,"","Rice bran"
"1220","69476",93.21,40.32,63.25,13.38,9.6,76.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.89,5.57,NA,NA,NA,"","Rice bran"
"1221","67618",93.23,43.96,62.94,13.86,4.7,78.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85,3.73,NA,NA,NA,"","Rice bran"
"1222","67613",91.11,35.94,59.65,11.25,6.55,82.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.48,5.62,NA,NA,NA,"","Rice bran"
"1223","67607",90.82,44.72,64.21,13.95,5.56,78.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.04,5.18,NA,NA,NA,"","Rice bran"
"1224","67544",91.74,39.32,63.9,11.03,6.97,83.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.38,6.43,NA,NA,NA,"","Rice bran"
"1225","67534",92.25,43.03,63.97,14.67,8.1,80.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.07,4.8,NA,NA,NA,"","Rice bran"
"1226","67527",91.91,38.16,61.42,13.25,7.57,78.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.85,4.56,NA,NA,NA,"","Rice bran"
"1227","66410",89.79,42.47,56.92,13.96,4.8,81.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D. R. Congo","Rice bran"
"1228","62740",91.72,33.18,50.08,9.6,7.26,85.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mali","Rice bran"
"1229","56941",95.11,39.05,60.58,NA,7.65,86.84,4.3,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Rice bran"
"1230","56941",95.11,39.05,60.58,NA,7.65,86.84,4.3,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Rice bran"
"1231","53105",96.26,40.58,49.47,7.51,9.22,86.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Rice bran"
"1232","38245",91.51,38.97,54.19,12.57,5.96,79.28,6.3,0.7,671.3,NA,6.9,2.9,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Rice bran"
"1233","37229",93.02,42.62,54.71,13.07,5.8,77.65,5.4,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Rice bran"
"1234","36070",93.91,18.67,40.74,5.87,11.03,83.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Rice bran"
"1235","111646",90.95,41.68,67.06,13.73,5.38,84.95,5,1.2,NA,435.9,NA,2.7,9.79,NA,32.1,NA,NA,NA,NA,NA,"Cameroon","Rice bran"
"1236","114833",95.09,12.19,36.95,4.48,15.31,89.11,14.4,NA,NA,NA,NA,NA,NA,NA,NA,66.47,9.67,5.98,3.56,5.98,"Niger","Rice bran"
"1237","114128",91.14,37.35,50.78,12.4,5,75.22,4.3,3.6,94.1,839,2.8,3.1,2,139,23,NA,NA,NA,NA,NA,"Gambia","Rice bran"
"1238","91440",94.1,31.87,59.67,7.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.17,9.03,NA,NA,NA,"","Cottonseed cake"
"1239","88167",95.67,44.01,55.17,12.15,25.87,NA,NA,3.23,0.13,514.65,NA,4.19,6.75,22.71,40.04,75.51,10.81,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1240","84683",94.35,43.05,66.46,7.98,23.94,89.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.47,9.55,NA,NA,NA,"Mali","Cottonseed cake"
"1241","84690",94.44,45.74,68.41,8.89,22.79,90.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.83,9.53,NA,NA,NA,"Mali","Cottonseed cake"
"1242","84701",94.31,41.82,60.98,8.18,28.72,87.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.82,10.13,NA,NA,NA,"Mali","Cottonseed cake"
"1243","66753",91.74,36.09,51.57,10.18,28.6,93.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.85,7.34,NA,NA,NA,"Nigeria","Cottonseed cake"
"1244","62745",91.73,41.08,56.23,10.81,27.67,94.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mali","Cottonseed cake"
"1245","53642",95.09,39.68,62.73,6.94,20.85,98.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.3,11.34,7.49,4.85,7.2,"Ethiopia","Cottonseed cake"
"1246","53643",94.56,33.72,60.08,6.42,23.47,99.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.17,11.17,7.32,4.73,7.07,"Ethiopia","Cottonseed cake"
"1247","53683",93.64,28.49,64.42,4.92,20.83,98.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.37,10,6.32,3.85,6.23,"Ethiopia","Cottonseed cake"
"1248","53107",94.49,23.67,47.34,5.87,36.26,96.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.46,11.13,7.32,4.73,7.03,"Kenya","Cottonseed cake"
"1249","52983",95.27,19.38,39.62,4.81,41.6,92.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.39,11,7.2,4.6,6.95,"Kenya","Cottonseed cake"
"1250","52998",94.96,22.78,42.77,5.45,37.94,94.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.43,11.17,7.32,4.73,7.07,"Kenya","Cottonseed cake"
"1251","53005",95.03,25.5,46.76,5.64,36.18,96.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.41,11.59,7.7,5.06,7.36,"Kenya","Cottonseed cake"
"1252","37236",93.47,41.06,51.87,10.85,33.64,93.27,9.7,NA,NA,NA,NA,NA,NA,NA,NA,66.3,10.13,6.44,3.93,6.32,"Ethiopia","Cottonseed cake"
"1253","38558",89.68,23.7,34.35,7.05,NA,92.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1254","36235",90.6,24.67,34.44,24.67,33.81,92.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1255","35954",91.81,11.09,26.52,2.74,53.02,92.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1256","36170",89.27,NA,32.05,NA,28.73,94.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.05,10.63,6.86,4.31,6.69,"Ethiopia","Cottonseed cake"
"1257","35377",90.45,NA,NA,NA,23.4,94.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1258","35378",90.27,NA,NA,NA,30.27,94.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1259","34232",95.69,41.66,59.64,8.44,NA,94.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1260","34233",95.99,40.97,61,8.42,NA,94.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1261","34234",95.98,40.67,60.58,7.64,NA,93.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1262","34235",96.18,41.48,63.68,8.52,NA,94.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1263","31900",94.62,36.41,51.01,8.13,29.65,94.19,9.7,1.6,33.46,97.37,14.1,5.1,19.71,34.08,45.38,53.3,8.37,4.81,2.47,5.1,"Mali","Cottonseed cake"
"1264","31901",93.99,35.65,46.17,8.68,22.07,95.11,6.7,1.3,36.33,701.5,12,3.7,16.5,31.11,29.54,60.85,9.58,5.94,3.51,5.94,"Mali","Cottonseed cake"
"1265","31902",96.92,NA,NA,NA,20.64,95.28,6.6,2.4,152.5,251.9,13.9,4,16.46,19.63,32.09,75.66,11.72,7.78,5.15,7.45,"Mali","Cottonseed cake"
"1266","28390",92.19,16.77,33.06,5.28,41.9,93.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1267","22328",95.67,NA,42.63,NA,24.94,94.36,8.6,2.1,196.1,NA,13.3,3.5,NA,88.1,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1268","17831",90.19,41.35,48.73,NA,22.31,94.44,7.4,1.9,76.65,NA,NA,NA,NA,NA,NA,49.7,7.91,4.39,2.05,4.77,"Ethiopia","Cottonseed cake"
"1269","17832",91.13,40.1,46.38,NA,25.13,95.6,7.2,1.9,72.78,NA,NA,NA,NA,NA,NA,49.38,7.95,4.44,2.09,4.81,"Ethiopia","Cottonseed cake"
"1270","14336",92.21,NA,NA,NA,39.66,93.54,1.1,NA,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Cottonseed cake"
"1271","151",93.73,NA,NA,NA,NA,93.4,10.8,2.4,NA,NA,NA,NA,17.71,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1272","117458",90.47,NA,NA,NA,45.94,92.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1273","117459",92.46,NA,73.49,NA,33.5,93.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1274","117460",90.48,NA,78.45,NA,40.06,92.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1275","117529",91.62,NA,NA,NA,45.88,92.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1276","117563",93.04,NA,47.9,NA,41.69,90.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1277","117825",91.38,NA,71.93,NA,28.06,92.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1278","117826",91.49,NA,58.31,NA,39.25,91.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1279","117828",92.52,NA,45.7,NA,38.25,91.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1280","117941",91.98,19.91,62.44,6.43,43.25,91.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1281","117949",92.62,20.9,36.96,7.1,43.13,91.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1282","117957",91.83,22.14,55.37,6.41,45.25,92.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1283","117965",92.62,24.65,52.24,10.63,44.94,91.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1284","117973",89.72,32.15,44.27,9.38,40.69,91.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1285","118037",93.72,23.28,36.48,7.65,46.5,91.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1286","118067",89.91,19.23,35.46,5.87,45.94,91.73,NA,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1287","118195",91.55,NA,36.44,NA,44.69,92.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1288","118196",91.3,NA,38.86,NA,38.5,92.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1289","118239",91.54,NA,41.6,NA,42.44,92.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1290","118240",91.4,NA,39.09,NA,45.31,91.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1291","118323",94.5,25.74,37.68,8.08,31.31,95.74,7.4,1.3,60.62,212.63,13.8,4,11.81,28.36,51.23,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1292","119205",90.47,NA,NA,NA,45.25,93.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1293","119208",92.1,19.25,37.48,5.36,43.25,91.6,14,2,50.38,263.31,14.5,NA,21.09,32.6,60.51,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
"1294","119772",91.06,NA,43.24,NA,39.63,92.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Cottonseed cake"
