"","Reference","DM","ADF","NDF","ADL","CP","OM","P","Ca","Na","Fe","K","Mg","Cu","Mn","Zn","IVDMD","ME","NEm","NEg","NEl","Country","Feed_item"
"1476","36237",91.85,28.26,38.48,28.26,28.99,89.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1477","35955",92.18,27.03,36.89,11.04,33.97,90.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1478","36043",94.73,30.43,38.39,12.21,28.99,89.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1479","36073",94.8,30.57,36.27,12.69,31.26,90.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1480","36138",93.54,25.27,27.81,10.5,34.52,88.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1481","36171",90.35,NA,31.62,NA,26.21,87.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.71,9.87,6.19,3.72,6.15,"Ethiopia","Noug cake"
"1482","36176",91.76,NA,30.1,NA,29.63,87.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.86,10.33,6.61,4.1,6.49,"Ethiopia","Noug cake"
"1483","36177",91.44,NA,35.14,NA,30.38,90.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.36,10.59,6.82,4.31,6.65,"Ethiopia","Noug cake"
"1484","36178",90.24,NA,37.95,NA,31.88,87.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.63,9.79,6.11,3.68,6.11,"Ethiopia","Noug cake"
"1485","35383",91.41,NA,NA,NA,32.98,87.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1486","30614",91.81,NA,NA,NA,31.18,89.83,1.1,6.4,33.81,4067,10.1,4.7,20.98,169.6,56.41,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1487","28389",92.07,25.65,39.66,10.45,35.42,93.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1488","17811",96.06,23.17,26.05,8.59,36.38,91.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1489","17830",90.57,29.13,36.43,NA,29.75,89.09,9.9,6.9,32.8,NA,NA,NA,NA,NA,NA,61.24,8.95,5.36,2.97,5.48,"Ethiopia","Noug cake"
"1490","14669",90.8,NA,NA,NA,NA,89.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1491","14872",92.71,NA,NA,NA,31.96,87.31,12.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1492","14876",91.36,NA,NA,NA,32.31,93.15,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1493","14406",93.04,35.67,51.79,12.44,25.25,91.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1494","14321",91.47,NA,NA,NA,37.32,92.49,0.8,NA,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Noug cake"
"1495","14322",92.71,NA,NA,NA,29.61,83.93,0.5,NA,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Noug cake"
"1496","14323",92.01,NA,NA,NA,33.51,86.37,0.6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Noug cake"
"1497","14324",93.07,NA,NA,NA,34.46,87.56,0.7,NA,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Noug cake"
"1498","12972",94.1,23.09,29.12,9.88,34.02,93.5,9.9,4.9,NA,NA,NA,NA,NA,NA,NA,52.13,8.16,4.6,2.3,4.94,"Ethiopia","Noug cake"
"1499","6527",92.15,NA,NA,NA,11.55,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1500","5376",92.18,NA,NA,NA,34.17,89.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1501","5356",92.85,NA,NA,NA,33.42,87.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1502","5361",92.99,NA,NA,NA,33.41,87.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1503","5366",92.7,NA,NA,NA,33.98,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1504","5371",92.54,NA,NA,NA,34.19,90.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1505","3859",93.54,NA,NA,NA,30.94,91.43,9.4,NA,NA,NA,NA,NA,NA,NA,NA,49.1,7.53,4.02,1.72,4.52,"Ethiopia","Noug cake"
"1506","3879",91.36,NA,NA,NA,32.53,89.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1507","4313",93.43,NA,NA,NA,29.02,84.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1508","149",93.32,NA,NA,NA,NA,91.3,9.4,7.6,NA,NA,NA,NA,23.53,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1509","112106",91.08,29.51,42.78,13.38,30.5,92.08,12.9,6.9,93.76,1192.3,13.5,5.5,25.47,78.94,62.5,60.49,9.16,5.56,3.18,5.65,"Ethiopia","Noug cake"
"1510","112107",91.77,29.09,36.38,12.95,27.88,88.12,12.7,8,79.98,370.79,15.3,6.2,25.28,127.27,61.2,62.45,9,5.4,3.01,5.52,"Ethiopia","Noug cake"
"1511","112108",90.99,23.75,31.87,10.53,29,70.41,6.9,6,104.05,5.7,11.2,2.9,32.43,490.17,59.1,71.51,7.95,4.44,2.09,4.77,"Ethiopia","Noug cake"
"1512","112109",90.61,28.68,33.35,12.13,28.56,90.54,10.3,7.4,202.74,2320.3,12.7,5.8,22.29,96.79,62.9,63.69,9.46,5.82,3.39,5.86,"Ethiopia","Noug cake"
"1513","112110",93.29,31.03,37.96,13.65,26.63,88.74,11.7,7.8,85.97,4023.7,14,6.5,13.61,129.38,62.7,61.74,8.95,5.4,2.97,5.52,"Ethiopia","Noug cake"
"1514","112111",90.73,32.73,42.26,14.65,31.44,88.65,13.8,8,132.04,4380.8,15.3,7.1,17.3,127.08,66,58.78,8.58,5.02,2.64,5.23,"Ethiopia","Noug cake"
"1515","112121",90.42,32.03,36.71,13.57,28.81,90.13,11.1,7.2,120.99,3987.7,13.2,5.8,11.61,125.08,58.8,60.23,8.91,5.36,2.93,5.48,"Ethiopia","Noug cake"
"1516","112142",91.42,28.17,35.56,13.31,30.63,91.96,11.7,6.7,93.31,996.5,12,4.9,22.86,72.85,64.7,60.42,9.16,5.56,3.14,5.65,"Ethiopia","Noug cake"
"1517","112174",91.28,29.9,37.85,13.16,35.56,91.76,11.7,5.7,86.88,59.82,13.3,6.6,27.06,69.68,63.1,60.63,9.16,5.56,3.14,5.65,"Ethiopia","Noug cake"
"1518","112176",89.61,30.35,36.75,13.48,31.88,90.12,10.6,5.9,105.12,2371.72,13.3,6.5,22.5,140.9,63.3,60.95,9.04,5.44,3.01,5.56,"Ethiopia","Noug cake"
"1519","112177",90.64,31.18,38.49,13.77,37.13,93.97,7.8,4.7,130.52,1005.19,10.9,4.9,20.63,78.44,61.1,59.45,9.25,5.61,3.22,5.69,"Ethiopia","Noug cake"
"1520","112178",90.42,27.87,34.77,12.36,31.81,88.17,8.4,4.5,110.6,5594.12,10.6,5.1,21.41,169.98,63.6,63.49,9.12,5.52,3.14,5.65,"Ethiopia","Noug cake"
"1521","112179",90.25,28.75,36.01,12.75,32.38,88.26,9.8,5.3,109.36,280.78,12.4,5.9,22.38,198.78,63.8,61.99,8.95,5.36,2.97,5.48,"Ethiopia","Noug cake"
"1522","112180",89.81,29.92,37.35,12.84,36.63,93.49,8.5,5,37.41,1416.66,11.4,4.9,19.15,69.81,58.2,61.39,9.46,5.82,3.39,5.86,"Ethiopia","Noug cake"
"1523","112181",91.86,27.39,34.57,11.8,33.19,90.7,10.6,5.1,60.96,1666.12,12.2,5.7,21.99,79.69,61.9,63.74,9.46,5.82,3.39,5.86,"Ethiopia","Noug cake"
"1524","112183",90.43,29.5,36.84,12.73,32,93.72,7.7,4.8,91.1,1168.64,10.4,4.5,19,65.35,60.4,62.16,9.58,5.94,3.51,5.94,"Ethiopia","Noug cake"
"1525","112184",90.22,30.16,39.87,12.94,28.19,92.46,8.8,4.7,79.47,2148.42,12.6,5.2,19.06,109.29,60.4,62.22,9.46,5.82,3.39,5.86,"Ethiopia","Noug cake"
"1526","112185",90.16,27.68,35.64,11.58,29.94,92.33,10.8,4.3,38.04,2501.55,12.5,6,16.53,86.07,62.1,63,9.54,5.9,3.47,5.9,"Ethiopia","Noug cake"
"1527","112186",90.78,21.23,39.36,13.13,31.69,93.59,8.3,4.8,24.79,1315.38,10.9,4.5,15.64,90.94,57.7,59.45,9.2,5.61,3.18,5.65,"Ethiopia","Noug cake"
"1528","112187",90.81,30.61,42.97,12.61,28.31,90.34,9.9,5.1,90.3,4536.17,13.1,5.7,20.48,137.1,64,60,8.91,5.31,2.93,5.48,"Ethiopia","Noug cake"
"1529","112188",92.74,23.24,35.92,8.43,34.44,90.03,9.7,4.7,49.92,4611.06,12.3,5.4,10.46,116.67,64.4,71.07,10.38,6.65,4.14,6.49,"Ethiopia","Noug cake"
"1530","112189",95.01,NA,24.26,NA,NA,92.3,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1531","112214",91.17,NA,NA,NA,34.75,89.25,9.1,6.1,228.5,3538.4,12.7,6.4,30.3,130.2,75.4,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1532","113955",90.73,NA,43.23,NA,32,89.56,10.9,0.7,29.57,NA,5.7,1.8,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1533","114133",90.41,NA,38.92,NA,27.56,92.78,8.7,4.3,256.2,NA,10.7,4.6,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1534","114175",86.48,30.89,40.85,13.74,16.69,95.58,11.9,5.9,130,NA,12.5,NA,NA,NA,NA,59.39,9.41,5.77,3.35,5.82,"Ethiopia","Noug cake"
"1535","114178",91.42,32.35,39.7,14.23,31.19,88.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1536","114179",90.87,36.83,44.09,16.83,33.56,88.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1537","114192",91.81,28.64,39.6,12.54,NA,92.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1538","114193",91.19,36.31,45.67,17,NA,89.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1539","114881",92.67,35.25,38.47,15.33,30.56,91.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.68,8.54,4.98,2.64,5.23,"Ethiopia","Noug cake"
"1540","114882",93.35,35.36,40.36,16.45,29.38,90.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.84,8.66,5.1,2.76,5.31,"Ethiopia","Noug cake"
"1541","114883",93.13,36.76,42.24,16.95,32.06,90.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.91,8.37,4.81,2.47,5.06,"Ethiopia","Noug cake"
"1542","114975",92.78,29.92,36.06,13.87,33.06,91.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.92,9,5.4,3.01,5.52,"Ethiopia","Noug cake"
"1543","114976",90.86,30.33,34.09,12.8,NA,91.26,53.5,5.8,29.7,NA,13.1,5.5,NA,NA,NA,60.14,9.04,5.44,3.05,5.56,"Ethiopia","Noug cake"
"1544","115848",93.28,NA,NA,NA,32.31,92.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1545","116262",92.66,NA,NA,NA,34.75,91.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1546","116647",91.4,27.34,34.02,8.77,31.31,91.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1547","116971",92.78,NA,NA,NA,34.44,92.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.69,8.91,5.36,2.97,5.48,"Ethiopia","Noug cake"
"1548","117455",90.61,NA,NA,NA,35.88,92.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1549","117523",91.52,22.61,34.94,9,26.06,83.99,14.1,16.1,20,NA,11.9,5.5,NA,NA,NA,64.14,8.74,5.19,2.8,5.36,"Ethiopia","Noug cake"
"1550","117524",91.56,NA,NA,NA,NA,91.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1551","117556",92.89,21.52,37.51,8.74,26.13,86.13,14.2,14.6,15.7,NA,11.6,5.6,NA,NA,NA,63.38,8.87,5.31,2.93,5.44,"Ethiopia","Noug cake"
"1552","117895",91.73,30.56,39.99,13.92,30.06,90.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1553","117896",91.89,33.43,38.22,14.26,30,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1554","117897",91.2,29.85,34.71,12.71,31.69,89.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1555","117933",93.69,29.25,37.13,13.78,28.56,88.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1556","118025",93.68,28.66,37.45,12.66,29.81,90.2,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1557","118026",94.2,31.58,39.65,13.47,27.81,92.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1558","118084",93.61,28.58,38.46,12.49,28.25,87.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.19,8.54,4.98,2.64,5.19,"Ethiopia","Noug cake"
"1559","118085",93.59,28.59,38.78,12.68,28.94,89.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1560","118249",95.35,29.12,38.08,13.16,29.75,88.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1561","118250",95.22,29.31,40.05,13.18,28.81,88.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1562","118251",95,26.26,34.28,11.48,32.25,90.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1563","119035",89.39,NA,NA,NA,NA,78.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1564","120496",91.93,NA,38,NA,30.81,92.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1565","121141",94.65,NA,NA,NA,29,89.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1566","121424",94.45,NA,NA,NA,31.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1567","101431",92.94,28.03,34.03,12.56,32.75,91.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.47,9.46,5.86,3.39,5.86,"Ethiopia","Noug cake"
"1568","101802",93.32,29.13,44.41,13.15,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1569","101803",92.34,26.84,33.84,11.16,30.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1570","101860",91.72,NA,NA,NA,30.25,92.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1571","101870",92.54,NA,NA,NA,29,88.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1572","101878",91.88,NA,NA,NA,24.5,91.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1573","101882",91.35,NA,NA,NA,29.13,88.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1574","101894",91.96,NA,NA,NA,31.31,91.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1575","101899",92.32,NA,NA,NA,21.75,93.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1576","102286",92.07,NA,34.35,NA,30.25,88.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1577","102287",93,NA,30.92,NA,30.88,89.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1578","102288",92.14,NA,32.59,NA,35.06,93.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1579","102289",91.75,NA,33.71,NA,32.25,90.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1580","102290",93.5,NA,34.78,NA,32.81,90.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1581","102291",93.22,NA,35.01,NA,36.75,92.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1582","102292",92.34,NA,32.76,NA,33.81,91.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1583","102293",90.78,NA,42.21,NA,32.44,90.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1584","102294",92.95,NA,33.08,NA,31.31,89.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1585","102295",93.78,NA,32.11,NA,27,77.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1586","102296",92.3,NA,33.68,NA,33.25,89.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1587","102297",94.23,NA,34.47,NA,35,90.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1588","102907",93.27,22.32,36.15,9.38,33.31,94.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1589","102915",91.29,30.15,37.48,13.33,31.56,92.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1590","102959",91.87,23.93,29.43,10.19,33.44,92.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1591","102960",90.73,NA,21.39,NA,33.88,89.8,12.7,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1592","102967",89.85,NA,10.22,NA,25,91.71,13.5,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1593","103154",91.4,30.21,36.02,12.88,32.06,91.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1594","103198",90.97,NA,24.61,NA,31.31,88.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1595","103208",92.4,29.89,37.76,12.49,27.31,91.05,12.1,8.2,26.73,149.13,13.2,6,18.4,104.33,58.77,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1596","103342",89.45,28.33,NA,NA,NA,87.09,17.2,7.6,32.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1597","103795",94.28,NA,NA,NA,57.25,88.29,13.9,18.9,37.65,NA,12.7,8.7,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1598","103798",91.56,NA,NA,NA,NA,86.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1599","104763",93.54,NA,46.44,NA,30.94,91.43,9.4,8.1,35,1935,12.4,6.3,17.85,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1600","104819",93.43,NA,NA,NA,29.02,84.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1601","104892",92.85,NA,NA,NA,34.03,87.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1602","104897",92.99,NA,NA,NA,34.02,87.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1603","104902",92.7,NA,NA,NA,34.61,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1604","104907",92.54,NA,NA,NA,34.82,90.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1605","104912",92.18,NA,NA,NA,34.79,89.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1606","105185",92.15,NA,NA,NA,11.76,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1607","105204",91.87,NA,NA,NA,33.54,88.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1608","105205",91.91,NA,NA,NA,33.87,88.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1609","105494",93.13,NA,NA,NA,32.59,88.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1610","106189",92.15,NA,31.61,NA,36.75,89.8,10.8,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1611","106250",92.73,NA,NA,NA,35.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1612","106252",93.34,NA,NA,NA,33.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1613","106254",93.58,NA,NA,NA,33.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1614","106256",93.07,NA,NA,NA,33.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1615","106258",94.45,NA,NA,NA,33.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1616","106260",96.74,NA,NA,NA,35.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1617","107242",98.85,30.8,42.51,13.11,42.88,89.3,12.8,7,100,2807.25,11.6,6.2,73.52,169.31,89.61,70.59,10.21,6.53,4.02,6.4,"Kenya","Noug cake"
"1618","107281",94.28,30.29,50.95,13.48,43.25,90.31,12.7,NA,NA,NA,NA,NA,NA,NA,NA,72.34,10.59,6.82,4.31,6.65,"Ethiopia","Noug cake"
"1619","107989",94.99,28.73,NA,13.38,25.81,93.02,14,7.2,600,2228.1,13.4,5.9,26.4,122.1,70.9,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1620","107990",96.68,28.65,NA,12.75,25.13,91.66,13.8,5.8,600,1979.3,12.7,5.8,24.4,96.8,69.1,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1621","108008",91.18,NA,NA,NA,18.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1622","108147",92.08,29.5,37.78,12.74,44.5,88.89,14.9,10.2,194.4,4043.11,11.5,5.5,51.15,171.26,99.04,64.68,9.37,5.77,3.35,5.82,"Ethiopia","Noug cake"
"1623","108148",92.3,29.9,36.66,13.21,46,89.37,13,6.6,65.8,3743.6,11.4,5.6,41.28,165.98,98.7,58.37,8.58,5.02,2.68,5.23,"Ethiopia","Noug cake"
"1624","108165",92.05,32.83,39.79,13.86,40.06,89.54,13.1,7.3,83.11,3705.49,13.1,6,26.07,162.95,65.94,57.53,8.49,4.94,2.59,5.19,"Ethiopia","Noug cake"
"1625","108166",91.96,31.88,38.79,14.1,41.75,91.39,13.8,6.5,138.65,2016.53,12.7,5.5,25.23,111.68,63.61,57.86,8.74,5.15,2.8,5.36,"Ethiopia","Noug cake"
"1626","108171",92.18,32.28,37.52,13.61,41.44,90.94,14.9,6.7,283.64,2181.75,13.1,5.8,27.56,123.16,64.78,58.31,8.74,5.19,2.8,5.36,"Ethiopia","Noug cake"
"1627","108361",96.49,29.06,NA,12.8,22.63,91.29,12.2,5.5,600,2042,13.3,5.9,24.5,100.4,70.9,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1628","108364",91.5,30.16,31.23,11.78,32.75,91.84,12.4,6.9,47.32,2209.18,11.9,4.9,26.23,125.25,59.78,63.22,9.54,5.9,3.43,5.9,"Ethiopia","Noug cake"
"1629","108405",91.65,NA,NA,NA,32.38,87.95,10.9,6.4,49.75,4066.34,12,4.8,34.26,164.65,54.66,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
